X,r0,r2,r3,r5,r7,r10,r12,r17,r18,r23,r25,r28,r30,r32,r33,count
96864,,,,,,,,,,,,,,,,0
96865,,,,,,,,,,,,,,,,0
96866,,,,,7,,12,,,,25,,30,,,4
96867,,,,,,10,,,,,,,,,,1
96868,,,,,,,,,,,25,,,,,1
96869,,2,,,,,,,,,,,,,33,2
96870,,,,,,,,,,,,,,,,0
96871,,2,,,,,,,,,,,,,,1
96872,,,3,,,,,,,,,,,,,1
96873,0,,,,,,,,,,,,,,,1
96874,,,,,,,,,,,,,,,,0
96875,,,,,,,,,,,,,,,,0
96876,,,3,,,,,,,23,,,,,,2
96877,,,,,,,,17,,,,,,,,1
96878,,,,,,,,,,,,,,,,0
96879,,,,,,,,,,,,,,,,0
96880,,,,,,,,,,,,28,,,,1
96881,0,,,,,,,,,,,,,,,1
96882,,2,,5,,,,,,23,,,,,,3
96883,,,,,,,,,,,,,,,,0
96884,,,,,7,,,,18,,,,,,,2
96885,,,,,,,,,,,,,,,,0
96886,,,,,,10,,,,,,,,,,1
96887,,,,,,,,,,,,,,32,,1
96888,,,3,,,,,,,,,,,,,1
96889,,,,,,,,17,,,,,,,,1
96890,,,,,,,,,,,,,,,,0
96891,,,,,,,,,,,,,,,,0
96892,,,,,,,,,,,,,,32,33,2
96893,,,,,,,,17,,,,,,,,1
96894,,,,,,,,,,,,28,,,,1
96895,,,,,,,,,,,,,,,,0
96896,,,,,,,,,,,,,,,33,1
96897,,,,,,,,,,,,,,,,0
96898,,,3,,,,,,,23,,,,,,2
96899,,,,,,,,,,,,,,,,0
96900,,,,,,,,,,,,,,,,0
96901,,,,,,,12,,,23,,,,,,2
96902,,,,,,10,,,,23,,,30,32,,4
96903,,,,,,,,,,,,,,,,0
96904,,,,,,,12,,,,,,,,,1
96905,,,3,5,,,,,,,,,,,,2
96906,,,,,,,,,,23,,,,,,1
96907,,,,,,,,,,,,,,,,0
96908,,,,5,,,,,,,,,,,,1
96909,,,,,7,10,,,,23,,,,,,3
96910,,,3,,,,12,,,,,,,,,2
96911,,,,,,,,,,,,,,32,,1
96912,,,,,,,,,,,,28,,,,1
96913,,,,,,,,,,,,,,,,0
96914,,,3,,,,,,18,,,,,,,2
96915,,,,,,,,,,,,,,,,0
96916,,,3,,,10,,,,,,,,,,2
96917,,,,,,,,,,,,,,,,0
96918,,,,,,,,17,,,,28,,,,2
96919,,,,,,,,,,,,,,,,0
96920,,,,,,,,,,,,,30,,,1
96921,,,,,,,,,,,,,,,,0
96922,,,,5,,,,,,,,,,,,1
96923,,,,,,,12,,18,,,,,,,2
96924,,,,,,10,,,,,,,,,,1
96925,,,,,,,,,,,,,,,,0
96926,,,,,,,,,,,,,,,,0
96927,,,,,,,,,,,,,,,,0
96928,,,,,,,,,,,,,,,,0
96929,,,3,,,,,17,,,,,,,,2
96930,,,,,,,,,,,,,,,,0
96931,,,,,,,,,18,,,,,,,1
96932,,,,,,10,,,,,,28,,,,2
96933,,,3,,,,,,,,,,,,,1
96934,,,,,,,,,,,,,,,,0
96935,,,,5,,,,,,,,,,,,1
96936,,,,,,,,,,,,,,,,0
96937,,,,,,,,,18,,,,,,,1
96938,,,,,,,,,,,,28,,,,1
96939,,2,,,,,12,,,,,,,,,2
96940,0,,,,,,,,,,,,,,,1
96941,,,,,,,,,,,,,,,,0
96942,,,3,,,,,,,,,,,,,1
96943,,,,,,,,17,,,,,,,,1
96944,,,,,,,,,,,,28,,,,1
96945,0,,,,,,,,,,,28,,,,2
96946,,,,,,10,,17,,23,,28,,,,4
96947,,,,,,10,,,,,25,,,,,2
96948,,,,,7,,,,,,,,,,,1
96949,,,,,,,,,,,,,,,,0
96950,,,3,,,,,,18,,,,,,,2
96951,,2,,,,,,,,,,,,,,1
96952,,,,,,,,,,,,,,,,0
96953,,,,,,,,,,,,,,,,0
96954,,,,,,,,,,,,,,,33,1
96955,,,,,,,12,17,,,,,,,,2
96956,,,3,,,,,,,,,,,,,1
96957,,,,,,,,,,,,,,,,0
96958,,,,,,10,,,,,,,,,,1
96959,,,,,,,,,,,,,30,,,1
96960,,,,,,,,,,,,,,,,0
96961,,,3,,,,,,,,,,,,,1
96962,,,,,,,,,,,,,,,33,1
96963,,,,,,,,,,,,,30,,,1
96964,,,,,,,,,,,,,,,,0
96965,,,,,,,,,,,,28,,,,1
96966,,,,,,,,,,,25,,,,,1
96967,,,3,,,,12,,,,,,,,,2
96968,,,,,,,12,,,,,,,,,1
96969,,,3,,,,,,,,,,,,,1
96970,,,,,,,,,,,,,,,,0
96971,,,,,,,,,,,,,,32,,1
96972,,,,,7,,,,,,,,,,,1
96973,,,,,,,12,,,,,,,,,1
96974,,,3,5,,,,,,,,,,,,2
96975,,,3,,,,,,,,,,,,,1
96976,,,,,,,,,,,,,30,,,1
96977,,,,,,,,,,,,,30,32,,2
96978,,,,,,,,,,,,,,,,0
96979,,,,,,,,17,,,,,30,,,2
96980,,,,,,,,,,,,,,,33,1
96981,,,,,,,,17,,,,,,,,1
96982,,,,5,,,,,,,,,,,,1
96983,,,,,,,12,,,,25,,,,,2
96984,0,,,,,,,,,,,,,,,1
96985,,,,,,,12,,,,,,,,,1
96986,,,,,,,,,,,,,,,,0
96987,,,,,,,,,,23,25,,,,33,3
96988,,2,,,,,,,,,,,,,,1
96989,,,3,,,,,,,,,,,32,,2
96990,,,,,,,,17,,,,,,,33,2
96991,,,,,,,,17,,,,28,,32,,3
96992,,,,,,,,,,,,,,,,0
96993,,,,,,,,,,,,,,,,0
96994,,,,,,,,,,,,,,,,0
96995,,,,,,,,,,,,,,,,0
96996,,,,,,,12,,,,,,,,,1
96997,,,,,,,,,,23,,,30,,,2
96998,,,,,,,,,,,,,,32,,1
96999,,,,,,,,,,,,,,,,0
97000,,,,,,,,,,,,28,,,,1
97001,,,,,,,,,,,,,,,,0
97002,,,,,,,,,,,,,,,,0
97003,,,,,,,,,,,,,,,,0
97004,,2,,,,,,,,,,,,,,1
97005,,,,,,,,,,,,,,,,0
97006,,,,5,,,12,,,,,,,,,2
97007,,,,,,,,,,,,,,,,0
97008,,,,,,,,,,,,,,,,0
97009,,,,,,,,,,,,,,,,0
97010,,2,,,,,,,,,,,,,,1
97011,,,,,,10,,,,,,,,,33,2
97012,,,,,,,,,,,,,,,,0
97013,,,,,7,,,,,,,,,,,1
97014,,,,5,,,,,,,,,,,,1
97015,,,,,,10,,,,,,,,,,1
97016,,,,,7,,,,,,,,,,,1
97017,,2,,,,,,,,,,28,,,,2
97018,,,,,,,,,,23,,,,,,1
97019,,,,,,,,,,23,25,,,,,2
97020,0,,,,7,,,,,,,,,,,2
97021,,,,,,,,,,,,28,,,,1
97022,,,3,,,,,,,,25,,,,,2
97023,,,,,,,,17,,,,,,,,1
97024,0,,,,,10,,,,,,,30,,,3
97025,,,,,,,,,,23,,,,,,1
97026,,,,,,,,,,,,,,,,0
97027,,,,,,,,,,,,,,,33,1
97028,,,,,,,,,,23,,,,,,1
97029,,,,5,,,,,,,,,,,33,2
97030,,2,,,,,12,,,,,,,,,2
97031,,,,,,,,,,,,,,,,0
97032,,,,,,,,,,,25,,,,,1
97033,,,,,,,,,,,,,,,33,1
97034,,,,,,,,,,,,28,,,,1
97035,,,,,,,,,,,,,,,33,1
97036,,,,,,,,,,,,,,,,0
97037,,,,,,,,,,,,,,,,0
97038,,,,,,,,,,,,,,,33,1
97039,,,,,,,,,,,,,,32,,1
97040,,,,,,,,,,,,,,,,0
97041,,,,,,,,,,,,,,,,0
97042,,,,,,,,,,,,,,,33,1
97043,,,,,,,12,,,,25,,,,,2
97044,,,,,,,,,,,,,,,,0
97045,,,,,,,12,,,,,,,,,1
97046,,,,,7,,,,,,,,,,,1
97047,,,,,,,,17,,,,,,,,1
97048,,,,,7,,,,,,,,,,,1
97049,0,,3,,,,,,,,,,,,,2
97050,,,,,7,,,,,,,,,,,1
97051,,,,,,,,,,,,,,,,0
97052,,,,,,,,,,,25,,,,,1
97053,,,,,,,,,,,,28,,,,1
97054,,,,,,10,,,,,,,,,,1
97055,,,,,,,,17,,,,,,,,1
97056,,,,5,,,,,,,,,30,,,2
97057,,,,,,,,,,,25,,,,,1
97058,,,,,,,12,,,,,,,,,1
97059,,,,,,,,,,,,,,,33,1
97060,,,,,,,,,,,,,,,,0
97061,,,,,,,,,18,,25,,,,,2
97062,,,,,,10,,,,,,,,,,1
97063,,,,,,,,,,23,,,,,,1
97064,,,,,,,12,,,,,,30,,,2
97065,,,,,,,,,,,,,,32,,1
97066,,,,,,,,,,,,,,,33,1
97067,,,,5,,,,,,,,,,32,,2
97068,,,,,,,,,,,,,,,,0
97069,,,,,,,12,,,,,28,,,,2
97070,,,,,,,,,,,,,,,,0
97071,0,,,,,,,,,,,,,,,1
97072,,,,,,10,,,,,,,,,,1
97073,,,,,7,,,,,,25,,30,,,3
97074,,,,,7,,,,,,,,,,,1
97075,,,,,,,,,,,,,,,,0
97076,,,,,,10,,,,,,,,,,1
97077,,,,,,,12,17,18,,,28,,,,4
97078,,,,,,,,,,,,,,,,0
97079,,,,,,,,,18,,,,,,,1
97080,,,,,,,,,18,,,28,,,,2
97081,,,,,7,10,,,,,,,,,,2
97082,,,,,,,,,,,,,,,,0
97083,,2,3,,,,,,,,,,,32,,3
97084,,,,,,,12,,,,25,,,,,2
97085,,,,,,10,,,,,,,,,,1
97086,,,3,,,,,,,,,,,,,1
97087,,,,,,,,,,,,,30,,,1
97088,,,,,,,,,,,,,,,,0
97089,,,,,,,,,,,,,30,,,1
97090,,,,,,,,,,,,,,,,0
97091,,,,,,,,,18,,,,,,,1
97092,,,,,,,,,,,,,,,,0
97093,,2,3,,,,,,,,,,,,33,3
97094,,,,,,,,,,,,,,,,0
97095,,,,,,,,,,,,,,,,0
97096,,,,,,,,17,,,,,,,,1
97097,,,,,7,,,,,,,,,,,1
97098,,,,,,10,,,,,,,,,,1
97099,,,,,,,12,17,,,,,,,,2
97100,,,,,,,,17,,,,,,,,1
97101,,,,,,,,,,,,,,,,0
97102,,2,,,,,,,,,,,,,,1
97103,,,,,,,,,,,,,,,,0
97104,,,,,,,,,,,,,,,,0
97105,0,,,,,,,,18,,25,,,32,,4
97106,,,,,,,,,,,,,,,,0
97107,,,,,,,,,,,,,,,,0
97108,,,,,,,,,,,,,,,,0
97109,,,,,,,12,,,,25,,,,,2
97110,,,,,,,,,,,,,,,,0
97111,,,,,,,,,,,,,,,33,1
97112,,,,,,,,,,,,,,,,0
97113,,,,,,,,,,,,,,,,0
97114,,2,,,,,,,,,,,,,,1
97115,,,,,,,,,,,,,,,,0
97116,,,,,,,,,,,,28,,,,1
97117,,,,,,,12,,,,,,,,,1
97118,,,,,,10,,,,,,,,,,1
97119,0,,,,,,,,,,,,,,,1
97120,,,,5,,,,,,,,,,,,1
97121,,2,,,,,,,18,,,,,,,2
97122,,,,,,,,,,,,,,,,0
97123,,,,,,,,17,,,,,,,,1
97124,,,,,,,,,,,,,,,,0
97125,,,,5,,,,,,,25,,,,,2
97126,,,,,,,,,,,,,,,,0
97127,,2,3,,,,,,,,,,,,,2
97128,,,,,,10,,,,,,,,,33,2
97129,,,,,,,,,18,,,,,,,1
97130,,,,,,,12,,,,,,,,,1
97131,,,,,,,,,,,,,,,,0
97132,,,,,,,,,18,,,,,,,1
97133,0,,,,,,,,,,,,,32,,2
97134,,,,,,,,17,,,25,,,32,,3
97135,,,,,,,,,,,,,30,,,1
97136,,,3,,,,,,,,,,,,,1
97137,,,,,,,,,,,,,,,,0
97138,0,,,,,,,,,,,,,,,1
97139,,,,,7,,,,,,,,,,,1
97140,,,,,,,,,,,,28,,,,1
97141,,,,,7,,,,,,,,,,,1
97142,,,,,,,,,,,,,,,,0
97143,,,,,,,,,,,,,,,,0
97144,,,,5,,,,,,,,,,,33,2
97145,,,3,,,,,,,,,,,,,1
97146,,2,,,,,,,,,,28,,,,2
97147,,,,,,,,,,,,,,32,,1
97148,,,,5,,,,,,23,,,,,,2
97149,,,,,,10,,,,23,,,,,33,3
97150,0,,,,,,,,,,,,,,,1
97151,,,3,,,,12,,,,25,,,,,3
97152,,,,,,,,,,,,,,,,0
97153,,,,,,,12,17,,23,,,,,,3
97154,,,,,7,,,17,,,,,,,,2
97155,,,,5,,,,,,,,,,,,1
97156,,,,,7,,,,,,,,,,,1
97157,,,,,7,,,,,,,,,,,1
97158,,,,,7,,,,,,,,,,33,2
97159,,,,,,,,,,,,,,,,0
97160,,,,,,,,,,,,,,,,0
97161,,,,,,10,,,,,,,,,,1
97162,,,,,,,,,,,,,,,,0
97163,,,,,,,,,,,,,,,,0
97164,,,,,,,,,,,25,,,,,1
97165,,,,,,,,,,,,,,,,0
97166,,,,,,,,,,23,,,30,,33,3
97167,,,,,,,,,,,,28,,,,1
97168,,,,,,,12,,,,,,30,,,2
97169,,,,,,10,,,,,,,,,,1
97170,,,,,,,,,,,,,,,,0
97171,,,,,,,,,,,,,,,33,1
97172,,,,,,,,,,,,,,,,0
97173,,,,,,,,,,,,,,32,,1
97174,,,,,,,,,,,,,,,,0
97175,,,,,,,,,,,,,,,,0
97176,,,,,,,,,,,,,,,,0
97177,,,,,,,,,,,,,,,,0
97178,,,,,,,,17,,,,,,,,1
97179,0,,,,,,,,,,,,,,,1
97180,,,,,,10,,,,,,,,,,1
97181,,,,,,,,,,,,,30,,,1
97182,,,,,,,,,,,25,,,,,1
97183,,,,5,,,,,,,,,,,,1
97184,,,,,,10,,,,,,,,,,1
97185,0,,,,,,,,,23,,,,,,2
97186,,,,,,,,,,,,,,,,0
97187,,,,,,,,,,,,,,,,0
97188,,,,,,,,,,,,,,,,0
97189,0,,,,,,,,,,,,,,,1
97190,,,,,,,,,,,,,,,,0
97191,0,,,,,,,,,,,,,32,,2
97192,,,,,,,,,,,,,,,,0
97193,,,,,,,12,17,,,,,,,,2
97194,,,,,,10,,,18,23,,,,,,3
97195,,,,,,,,,,,,,,,,0
97196,,,,,,,,,18,,,,,,33,2
97197,,,,,,,,,,,,,,,,0
97198,,2,,,,,,,18,,,,,,,2
97199,,,,,,,,,,,,,,,,0
97200,,,,,,,,,,,25,,30,32,,3
97201,,,,,,,,,,,,,,,,0
97202,,,,,,,,,,,,,,,,0
97203,,,3,,7,,,,,,,,,,,2
97204,,,,,,,,,,,,,,,,0
97205,,,,,,,,,,,,,,,,0
97206,,,,,,,,,,,,,,,,0
97207,,,,,,,,,,,,,,,33,1
97208,,,,,,,,,,,,,,32,,1
97209,,,3,,,,,,,,,,,,,1
97210,,,,,,,,17,,,,,,,,1
97211,,,,,,,,,,,,,,,,0
97212,,,,,,,,,,23,,,,,,1
97213,,,,,,,,,,,,28,,,,1
97214,,,,,,,,,,,,,,,,0
97215,,,,,,,,,,,,,,,,0
97216,,,,,,,,,,,25,,,,,1
97217,,,,,7,,12,,,,,,,,,2
97218,,,,,,,,,,,,,30,,,1
97219,,,,,,,12,,,,,,,,,1
97220,,2,,,,,,,,,,,,,,1
97221,,,,,,,,,,,,,,,,0
97222,,,,,,,,,,,,,,,,0
97223,,,,,,,,,,,,,,,33,1
97224,,,,5,,,,,,,,,,,,1
97225,,,,,,,,,,,,,,,,0
97226,,,,,,,,,18,,,,,,,1
97227,,,,5,,,,,,,,,,32,,2
97228,,,3,,,,,,,,,,,,,1
97229,,,,,,,,,,,,,,,,0
97230,,,,,,,,,,,,,,,,0
97231,,,,,,10,,,,,,,,,,1
97232,,,,,,,,,,,,,,,,0
97233,,,,,7,,,17,,,,,,,,2
97234,,,,5,,,,,,,,,,,,1
97235,,,,,,,,,,,,,,32,,1
97236,,,,,,,,,,,,,,,33,1
97237,,,,,,10,,,,,,,,,,1
97238,,,,,,,12,,,,,,,,,1
97239,,,3,5,,,,,,,,28,,,,3
97240,,,,,,,,,,,,,,,,0
97241,,,,,,,,,,,25,,,,,1
97242,,,,,,,,17,,,,,,,,1
97243,,,,,,,,,,,,,,,33,1
97244,,2,,,,,,,,,,,,,,1
97245,0,,,,,,,,,,,,,,,1
97246,,,,,,,,,,,,,,,,0
97247,,2,,,,,,,,,,,,,,1
97248,0,,,,,,,,,,,28,,,,2
97249,,,,,,,,,,,,,,,,0
97250,,,,,,,,,,,,,,32,,1
97251,,,,,,,,17,18,,,,,,,2
97252,,,,5,,,,,,,,,,,,1
97253,,,,,,,,,,,,,,,,0
97254,,,,,,10,,,,,,,,,,1
97255,,,,,,,,,,,,28,,,,1
97256,,2,,,,,12,,,,,28,30,,,4
97257,,,,,,,,,,,,28,,,,1
97258,,,3,,,,,,,,25,,,,33,3
97259,,,,,,,,17,,,,,,,,1
97260,,,,,,,,,,,,,,,,0
97261,,,,,,,,,,,,,,,,0
97262,,,,,,,,,,,,,,,,0
97263,,,,,,10,,,,,,,,,,1
97264,,,,,,,,,,23,,,,,,1
97265,,,,,,10,,,,,,,,,,1
97266,,,,,,,,,,,,,,,,0
97267,,,,,,,,,,,,,30,,,1
97268,0,2,,,,,,,,,,,,,,2
97269,,,,,,,,,,,,,,,,0
97270,,2,,,,,,,,,,28,,,,2
97271,,,,,,10,,,,,,,,,,1
97272,,,3,,,10,,,,,,,,,,2
97273,,,,5,,,,,18,,,,,,,2
97274,,,,,,10,,,,,,,,,,1
97275,,,,,,,,,,,,,,,,0
97276,,,,,,,,17,,,,,,,,1
97277,,,,,,,,,,,,,,,,0
97278,0,,,,,,,,18,23,,,,,,3
97279,,,,,7,10,,,,,,,,,,2
97280,0,,,,7,,,,,23,,,,,,3
97281,,,,,,,,,18,,,,,,,1
97282,,,,5,,,,,,,,,,,,1
97283,,,,,,,,17,,,,,,32,,2
97284,,,,,,,,,,,,,,,,0
97285,,,,5,,,,,,,,,,,,1
97286,,,3,,,,,,,,,,,,,1
97287,,,,,,,,,,,,,,,33,1
97288,,,,,,10,,,,,,,,,,1
97289,,,,,,,,,,,,,,,,0
97290,,,,,,,,,18,,,,,,,1
97291,,2,,,,,,,,23,25,,,,,3
97292,,,,,,,,17,,,,,,,,1
97293,,,3,,,,,,,,,,,,,1
97294,,,,,,,12,,,,,,,,,1
97295,,,,,,,,17,,,25,,,,,2
97296,,,,,,,,,,,,,,,,0
97297,,2,,,,,,,,,,,,32,,2
97298,,,,,,,,17,,,,,,,,1
97299,,,,,,,,,,,,,,,,0
97300,,,,,,,12,,,,,,,,,1
97301,,,,5,,,,,,,,,,,,1
97302,,,,,,,,,,,,,,,,0
97303,,,,,,10,,,18,,,,,,,2
97304,,,,,,,,,,23,,,,,,1
97305,,,,5,,,,,,,,,,,,1
97306,,,,,,10,,,,,25,,,,,2
97307,,,,5,,,,,,,,,,,,1
97308,,,,,,,,,,,,,,32,,1
97309,,,,,,,,,,,,,,,,0
97310,0,,3,,,10,,,,,,,,,,3
97311,,,,,,,,,,,,,30,,,1
97312,,2,3,,,,,,,,,,,,,2
97313,,,,,,,,,,,,,,,,0
97314,0,,,,,,,,18,,,28,,,,3
97315,,,,5,,,,,,,,,,,,1
97316,,2,,,,,,,,,,,,32,,2
97317,,,,,,10,,,,,,,,,,1
97318,,,,,,,,,,,,,,,,0
97319,,,,,,10,,,18,,,,,,,2
97320,,,,,,,,17,,,,,,,,1
97321,,,,,,,,,,,,,,,,0
97322,,2,,,,,,,,,,,,,33,2
97323,0,,,,,,,,,,,,,,,1
97324,,,,,,,,,,,,,30,,,1
97325,,,,,,,,,,23,,,,,,1
97326,,,,,,,,,,,,,,,,0
97327,,,,,,,,,,,,,,,,0
97328,,,,,,,,,,,,,,,,0
97329,,,,,,,,,,,,,,,,0
97330,,,,,,,,,,,,,,,,0
97331,,,,,,,,,,,,,,32,,1
97332,0,,3,,,,,,,,,,,,33,3
97333,0,,,,,,,,,,,,30,,,2
97334,,2,,,,,,,,,25,,,,,2
97335,,,,,,,12,,,23,,,,,,2
97336,,2,,,,,,,,,25,,,,,2
97337,,,,,,,,,,,,,,,,0
97338,,,,,,,12,,,23,,,,,,2
97339,,,,,,10,,,,,,,,,,1
97340,,,,,,,,,,,,,,32,,1
97341,,,,,,,,,,23,,,,,33,2
97342,,2,,,,,,,,,,,,,,1
97343,,,,,,,,,,,,,,,,0
97344,,,,,,,,,,,,,,,,0
97345,,,,,,,,,,,,,,,,0
97346,0,,,,,,,,,,,,,,,1
97347,,,,,,,,,,,,28,,,,1
97348,,,,,,,,,,,,,,,,0
97349,,,,,,,,,,,,28,,,,1
97350,,,,,,,,,,,,,30,32,,2
97351,,,,,,,12,,,,,,,,,1
97352,,,3,,,,,,,,,,,32,,2
97353,,,,,,,,,,,,,,,33,1
97354,,,,,,,,,,,,,,,,0
97355,,,,,,,,,,,,,30,,,1
97356,,,,,,,,,18,,,,,,,1
97357,,,3,,,,,,,,,,,,,1
97358,0,,,,,,,,18,,,,,,,2
97359,,,,,,,,,,,,,,,,0
97360,,,,,,,,,,,25,,,,,1
97361,,,,,,10,,,,23,,,30,,33,4
97362,,,,,,,,,,,,,,,,0
97363,,,,,,,,,,,,28,,,,1
97364,,,,,,,12,,,,,,,,,1
97365,,,3,,,,,,,,,,,,33,2
97366,,,,5,,,,,,,,,,,,1
97367,,,,,,,,,,,,,,,,0
97368,0,,,,,,,,,,,,,,,1
97369,,,,,,,,,,,,,,32,,1
97370,,,,,,,,,,,,,,,,0
97371,,,,,7,,,,,,,,,,,1
97372,,,,,,,,,,,,,,,33,1
97373,,2,,,,,,,,,,,,,,1
97374,,,,,7,,,,,,,,,,,1
97375,,,,,,,,,,,,,,,,0
97376,,,,,,10,,17,,,,28,,32,,4
97377,,,,,,,,,,,,,,,,0
97378,,,,,,,,,,,,28,,,,1
97379,,,,,,,,,,,,,,,,0
97380,,,,,,,,,,,,,,32,,1
97381,,,,,,,,,,,,,,,,0
97382,,,,,,,,,,,,,,,,0
97383,,,,,,10,,,,23,,,,,,2
97384,,,,,,10,,17,,,,,,,,2
97385,,,,,7,,,,,,25,,,,,2
97386,,,,,,,,,,,,,,,33,1
97387,,,,,,,,,,,,,,,,0
97388,,,,,7,,,,,,,28,,,33,3
97389,,,,,,,,,,,25,,,,,1
97390,,,,,,,,,,,25,,,,,1
97391,,,,,,10,12,,,,,,,,,2
97392,,,,,,,,,18,,,,,,,1
97393,,,,,,,,,,23,,28,,,,2
97394,,,,5,,,,,,,,,,,,1
97395,,,,5,,,,,,,,,,,,1
97396,,,,,7,,,,,,,,,,,1
97397,,,,,,,,,,,,,30,,,1
97398,,,,,,,,,,,,,30,,,1
97399,,,,,,,,,,,,,,,,0
97400,,,,,,,,,,,,,,,,0
97401,,2,,,,,,,,,25,,,,,2
97402,,,,,,,,,,23,,,,,,1
97403,,,3,,,,,,,,,,,,,1
97404,,,,,,,,,,,,,,,,0
97405,,,,,,,,,,,,,,,,0
97406,,,,,,,,17,,,,,,32,,2
97407,,,,,,10,12,,,,,,,,,2
97408,,,,,,,,,,,,,30,32,,2
97409,,,,,,,,,,,,,,,,0
97410,,,,,,,,,18,,,,,,,1
97411,,,,,,,,,,,,28,,,,1
97412,,,,,,,,,,,,,,,,0
97413,,,,,7,10,,,,,,,,,,2
97414,,,,,7,,,,,,,,,32,,2
97415,,,,,,,,,,,,,,,,0
97416,,,,,,,,,,,,,,,,0
97417,,,,,,,,,,,,,,,,0
97418,,2,,,7,,,,,,,,30,,,3
97419,,,,,,,,17,,23,,,,,,2
97420,,2,,,,,,,,,,,,,,1
97421,,,,,,,,,,,,,,,,0
97422,,,,,,,,,,,,,,,,0
97423,,,3,,,,,,,23,,,,,,2
97424,,,3,,,,,,,,,,,,,1
97425,,,,,7,,,,,,,,,,,1
97426,,,,,,,,,,,,,,,,0
97427,,,,,,,12,17,,,,28,,,,3
97428,,,,5,,,12,,,,,,,,,2
97429,,,,,,,,,,,25,,,,,1
97430,,,,,,,,,,,,,,,,0
97431,,,,,,,,,,,,28,,,,1
97432,,,,,,,,,,23,,,,,,1
97433,,2,,,,,,,,,,,,,,1
97434,,,,,,,,,,,,,,,,0
97435,,,,,7,,,17,,,,,,32,,3
97436,,,,,,,12,,,,,,,,,1
97437,,,,,,,,,,,,,30,,,1
97438,0,,,,,,,,,,,,,,,1
97439,,,,,,,,,,,,,,,,0
97440,,,3,,,,,,,,,,30,,,2
97441,,,,,,,,,,,,,,,,0
97442,,,,,7,,,,,,,,,,,1
97443,,,,,,,,,18,,,28,,,,2
97444,,,,5,,,,,,,,,,,,1
97445,,,,,,,,,18,,,,,,,1
97446,,,,,,,,,,,,,,,,0
97447,,,,,,,,,,,,,,,,0
97448,,,,,,,12,,,,,,,,,1
97449,,,,,7,,,,,,,,,,,1
97450,,,,5,,,,,,,,,,,,1
97451,,,,,,,,,,,,,,,,0
97452,,,,,,,,,,,,,,,,0
97453,,,,,,,,,,,,,,32,,1
97454,,,,,,,,,18,,,,,,,1
97455,,,,,,,,,,,,,,,,0
97456,,,,,,,,,,,,,,,,0
97457,,,,,,,,,,,,,,,,0
97458,,,,,,,,,,,,,,,,0
97459,,,,,,,12,,,,,,,,,1
97460,,,,,,,,,,,,,,,,0
97461,,,,,,,,,,,,,,,,0
97462,,,,,,,,,,,,,,,,0
97463,,,,,,,,,,,,,,,,0
97464,,,,,,,,,,,,,,,,0
97465,,,,,,,,,,23,,,,,,1
97466,,,,,,,,17,,,,,,,,1
97467,,,,,,,,,18,,,,,,,1
97468,,2,,,,,,,,,,28,,,,2
97469,,,,,7,,,,,,,,,,,1
97470,,,,,,,,,,,,,,,,0
97471,,,,,7,,,,,,,,30,,,2
97472,,2,,,,10,,,,,,,,32,,3
97473,,,3,,,,,17,,,,,30,,,3
97474,,,,,,,,,,,,,,,,0
97475,,,,,,10,,,,,,,,,,1
97476,0,,,,,,,,,,,,,,,1
97477,,2,3,,,,,,,,,28,,,,3
97478,,,,,,,,,,,,,,,,0
97479,,,,,,,,,,23,,,,,,1
97480,,,,,,,,,,,,,,,,0
97481,,,,,,,,,,,,,,,,0
97482,,,,,,,,,,,,,,32,,1
97483,,,,,,,,,,,,,,,,0
97484,,,,,,,,,,23,,,30,,,2
97485,,,,,,,,,,,,,,,,0
97486,,,,,,,,,18,,,,,,,1
97487,,,,,,,,,18,,,,,,,1
97488,,,,,,,,,,,,,,,,0
97489,,,,,,,,,,,25,,,,33,2
97490,,,,,,,12,,18,,,,,,,2
97491,,,,,,,,,,,,,,32,,1
97492,,,,,,,,,,,,,,32,,1
97493,,,,,,,,,,23,,,,32,,2
97494,,2,3,,,,,,,,,28,,,,3
97495,,,,,,10,12,,,,,,,,,2
97496,,,,,,,,,,,,,,,,0
97497,0,,,,,,,,,,,,,,,1
97498,,,,,,,,,,,,,,,,0
97499,,,,,,,,,,,,,,,,0
97500,,,,,7,,,,,,25,,,,,2
97501,,,,,,,,,,,,,,,,0
97502,,,,,,,,,,,,,,,,0
97503,,2,,,,,,17,,,,,,,,2
97504,,,3,,,,,,,,,,,,,1
97505,,,,,,,,,,,25,,,,,1
97506,,,,,,,12,,,,,,,,,1
97507,,,,5,,,,,,,,,,,,1
97508,,,,,,,,,,,,,,,,0
97509,,,,,7,,,,,,,28,,,,2
97510,,,,,,,,,,,,,,,,0
97511,0,,,,,,,,,,,,,,,1
97512,,,,,,,12,,,,,,,,,1
97513,,,,,,,,,,,,,,,33,1
97514,,,3,,,,,,,,,,,,,1
97515,,,,,,,,,,,,,,,,0
97516,,,,,,,,,,,,,30,,,1
97517,,,,,,,12,,,,,,,,,1
97518,,,,,,,,,,23,,,,,,1
97519,,,,,,,,,,,25,,,,,1
97520,,,,5,,,,,,,,28,,,,2
97521,,,3,,,,,,18,,,,,,,2
97522,,2,,,,,,,,,,,,,33,2
97523,,,,,,,,,,,,,,,33,1
97524,,,,5,,,,,,,,,,,,1
97525,,,,,,,,,,,,,,,,0
97526,,,,,,,,,,,,,,,,0
97527,,,,,,,,,,,,,,,,0
